"name","labels"
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"MHBDSYCD","""Body System or Organ Class Code"""
"MHBODSYS","""Body System or Organ Class"""
"MHCAT","""Category for Medical History"""
"MHDECOD","""Dictionary-Derived Term"""
"MHDTC","""Date/Time of History Collection"""
"MHDY","""Study Day of History Collection"""
"MHENDTC","""End Date/Time of Medical History Event"""
"MHENDY","""Study Day of End of Observation"""
"MHENRF","""End Relative to Reference Period"""
"MHGRPID","""Group ID"""
"MHHLGT","""High Level Group Term"""
"MHHLGTCD","""High Level Group Term Code"""
"MHHLT","""High Level Term"""
"MHHLTCD","""High Level Term Code"""
"MHLLT","""Lowest Level Term"""
"MHLLTCD","""Lowest Level Term Code"""
"MHMODIFY","""Modified Reported Term"""
"MHPTCD","""Preferred Term Code"""
"MHSEQ","""Sequence Number"""
"MHSOC","""Primary System Organ Class"""
"MHSOCCD","""Primary System Organ Class Code"""
"MHSPID","""Sponsor-Defined Identifier"""
"MHSTDTC","""Start Date/Time of Medical History Event"""
"MHSTDY","""Study Day of Start of Observation"""
"MHTERM","""Reported Term for the Medical History"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"MLCAT","""Category for Meal"""
"MLELTM","""Planned Elapsed Time from Time Point Ref"""
"MLENDTC","""End Date/Time of Meal"""
"MLENDY","""Study Day of End of Meal"""
"MLOCCUR","""ML Occurrence"""
"MLPRESP","""ML Pre-Specified"""
"MLRFTDTC","""Date/Time of Reference Time Point"""
"MLSEQ","""Sequence Number"""
"MLSPID","""Sponsor-Defined Identifier"""
"MLSTDTC","""Start Date/Time of Meal"""
"MLSTDY","""Study Day of Start of Meal"""
"MLTPT","""Planned Time Point Name"""
"MLTPTNUM","""Planned Time Point Number"""
"MLTPTREF","""Time Point Reference"""
"MLTRT","""Reported Name of Meal"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"PCCAT","""Test Category"""
"PCDTC","""Date/Time of Specimen Collection"""
"PCDY","""Actual Study Day of Specimen Collection"""
"PCELTM","""Planned Elapsed Time from Time Point Ref"""
"PCGRPID","""Group ID"""
"PCLLOQ","""Lower Limit of Quantitation"""
"PCNAM","""Vendor Name"""
"PCORRES","""Result or Finding in Original Units"""
"PCORRESU","""Original Units"""
"PCREASND","""Reason Test Not Done"""
"PCRFTDTC","""Date/Time of Reference Point"""
"PCSCAT","""Test Subcategory"""
"PCSEQ","""Sequence Number"""
"PCSPEC","""Specimen Material Type"""
"PCSPID","""Sponsor-Defined Identifier"""
"PCSTAT","""Completion Status"""
"PCSTRESC","""Character Result/Finding in Std Format"""
"PCSTRESN","""Numeric Result/Finding in Standard Units"""
"PCSTRESU","""Standard Units"""
"PCTEST","""Pharmacokinetic Test Name"""
"PCTESTCD","""Pharmacokinetic Test Short Name"""
"PCTPT","""Planned Time Point Name"""
"PCTPTNUM","""Planned Time Point Number"""
"PCTPTREF","""Time Point Reference"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"PECAT","""Category for Examination"""
"PEDTC","""Date/Time of Examination"""
"PEDY","""Study Day of Examination"""
"PEORRES","""Verbatim Examination Finding"""
"PESEQ","""Sequence Number"""
"PESPID","""Sponsor-Defined Identifier"""
"PESTRESC","""Character Result/Finding in Std Format"""
"PETEST","""Body System Examined"""
"PETESTCD","""Body System Examined Short Name"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"PPCAT","""Parameter Category"""
"PPENINT","""Planned End of Assessment Interval"""
"PPGRPID","""Group ID"""
"PPORRES","""Result or Finding in Original Units"""
"PPORRESU","""Original Units"""
"PPREASND","""Reason Parameter Not Calculated"""
"PPRFTDTC","""Date/Time of Reference Point"""
"PPSEQ","""Sequence Number"""
"PPSPEC","""Specimen Material Type"""
"PPSPID","""Sponsor-Defined Identifier"""
"PPSTAT","""Completion Status"""
"PPSTINT","""Planned Start of Assessment Interval"""
"PPSTRESC","""Character Result/Finding in Std Format"""
"PPSTRESN","""Numeric Result/Finding in Standard Units"""
"PPSTRESU","""Standard Units"""
"PPTEST","""Parameter Name"""
"PPTESTCD","""Parameter Short Name"""
"PPTPTREF","""Time Point Reference"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"PRELTM","""Planned Elapsed Time from Time Point Ref"""
"PRGRPID","""Group ID"""
"PROCCUR","""Occurrence"""
"PRPRESP","""Pre-specified"""
"PRRFTDTC","""Date/Time of Reference Time Point"""
"PRSEQ","""Sequence Number"""
"PRSPID","""Sponsor-Defined Identifier"""
"PRSTDTC","""Start Date/Time of Procedure"""
"PRSTDY","""Study Day of Start of Procedure"""
"PRTPT","""Planned Time Point Name"""
"PRTPTNUM","""Planned Time Point Number"""
"PRTPTREF","""Time Point Reference"""
"PRTRT","""Reported Name of Procedure"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"REBLFL","""Baseline Flag"""
"RECAT","""Category"""
"REDTC","""Date/Time of Collection"""
"REDY","""Study Day of Visit/Collection/Exam"""
"REGRPID","""Group ID"""
"REMETHOD","""Method of Test or Examination"""
"REORRES","""Result or Finding in Original Units"""
"REORRESU","""Original Units"""
"REREASND","""Reason Not Done"""
"RESEQ","""Sequence Number"""
"RESPID","""Sponsor-Defined Identifier"""
"RESTAT","""Completion Status"""
"RESTRESC","""Result or Finding in Standard Format"""
"RESTRESN","""Numeric Result/Finding in Standard Units"""
"RESTRESU","""Standard Units"""
"RETEST","""Name of Measurement, Test or Examination"""
"RETESTCD","""Test or Examination Short Name"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"RELID","""Relationship Identifier"""
"RELTYPE","""Relationship Type"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"RPBLFL","""Baseline Flag"""
"RPCAT","""Category for Repro System Findings"""
"RPDTC","""Date/Time of Measurements"""
"RPDY","""Study Day of Repro System Findings"""
"RPORRES","""Result or Finding in Original Units"""
"RPORRESU","""Original Units"""
"RPSEQ","""Sequence Number"""
"RPSPID","""Sponsor-Defined Identifier"""
"RPSTRESC","""Character Result/Finding in Std. Format"""
"RPSTRESN","""Numeric Result/Finding in Standard Units"""
"RPSTRESU","""Standard Units"""
"RPTEST","""Reproductive System Findings Test Name"""
"RPTESTCD","""Repro System Findings Test Short Name"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"EPOCH","""Epoch"""
"ETCD","""Element Code"""
"SEENDTC","""End Date/Time of Element"""
"SEENDY","""Study Day of End of Element"""
"SESEQ","""Sequence Number"""
"SESTDTC","""Start Date/Time of Element"""
"SESTDY","""Study Day of Start of Element"""
"STUDYID","""Study Identifier"""
"TAETORD","""Planned Order of Element within Arm"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"IDVAR","""Identifying Variable"""
"IDVARVAL","""Identifying Variable Value"""
"QEVAL","""Evaluator"""
"QLABEL","""Qualifier Variable Label"""
"QNAM","""Qualifier Variable Name"""
"QORIG","""Origin"""
"QVAL","""Data Value"""
"RDOMAIN","""Related Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"SVENDTC","""End Date/Time of Visit"""
"SVENDY","""Study Day of End of Visit"""
"SVSEQ","""Sequence Number"""
"SVSTDTC","""Start Date/Time of Visit"""
"SVSTDY","""Study Day of Start of Visit"""
"SVUPDES","""Description of Unplanned Visit"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"ARM","""Description of Planned Arm"""
"ARMCD","""Planned Arm Code"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"EPOCH","""Epoch"""
"ETCD","""Element Code"""
"STUDYID","""Study Identifier"""
"TABRANCH","""Branch"""
"TAETORD","""Planned Order of Element within Arm"""
"TATRANS","""Transition Rule"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"ETCD","""Element Code"""
"STUDYID","""Study Identifier"""
"TEDUR","""Planned Duration of Element"""
"TEENRL","""Rule for End of Element"""
"TESTRL","""Rule for Start of Element"""
"DOMAIN","""Domain Abbreviation"""
"IECAT","""Inclusion/Exclusion Category"""
"IETEST","""Inclusion/Exclusion Criterion"""
"IETESTCD","""Incl/Excl Criterion Short Name"""
"STUDYID","""Study Identifier"""
"TIVERS","""Protocol Criteria Versions"""
"DOMAIN","""Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"TSGRPID","""Group ID"""
"TSPARM","""Trial Summary Parameter"""
"TSPARMCD","""Trial Summary Parameter Short Name"""
"TSSEQ","""Sequence Number"""
"TSVAL","""Parameter Value"""
"TSVAL1","""Parameter Value 1"""
"TSVALCD","""Parameter Value Code"""
"TSVALNF","""Parameter Null Flavor"""
"TSVCDREF","""Name of the Reference Terminology"""
"TSVCDVER","""Version of the Reference Terminology"""
"ARM","""Description of Planned Arm"""
"ARMCD","""Planned Arm Code"""
"DOMAIN","""Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"TVENRL","""Visit End Rule"""
"TVSTRL","""Visit Start Rule"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"VSBLFL","""Baseline Flag"""
"VSCAT","""Category for Vital Signs"""
"VSDTC","""Date/Time of Measurements"""
"VSDY","""Study Day of Vital Signs"""
"VSELTM","""Planned Elapsed Time from Time Point Ref"""
"VSGRPID","""Group ID"""
"VSLOC","""Location of Vital Signs Measurement"""
"VSORRES","""Result or Finding in Original Units"""
"VSORRESU","""Original Units"""
"VSPOS","""Vital Signs Position of Subject"""
"VSREASND","""Reason Not Performed"""
"VSRFTDTC","""Date/Time of Reference Time Point"""
"VSSEQ","""Sequence Number"""
"VSSPID","""Sponsor-Defined Identifier"""
"VSSTAT","""Completion Status"""
"VSSTRESC","""Character Result/Finding in Std Format"""
"VSSTRESN","""Numeric Result/Finding in Standard Units"""
"VSSTRESU","""Standard Units"""
"VSTEST","""Vital Signs Test Name"""
"VSTESTCD","""Vital Signs Test Short Name"""
"VSTPT","""Planned Time Point Name"""
"VSTPTNUM","""Planned Time Point Number"""
"VSTPTREF","""Time Point Reference"""
"ADURAE","""Analysis Duration of Adverse Event"""
"ADURN","""Analysis Duration (N)"""
"ADURU","""Analysis Duration Units"""
"AEACN","""Action Taken with Study Treatment"""
"AEACNN","""Action Taken with Study Treatment (N)"""
"AEACNOTH","""Other Action Taken"""
"AEBDSYCD","""Body System or Organ Class Code"""
"AEBODSYS","""Body System or Organ Class"""
"AECAT","""Category for Adverse Event"""
"AECONTRT","""Concomitant or Additional Trtmnt Given"""
"AEDECOD","""Dictionary-Derived Term"""
"AEDLAE","""Dose Limiting Adverse Event?"""
"AEENDTC","""End Date/Time of Adverse Event"""
"AEENDY","""Study Day of End of Adverse Event"""
"AEGRPID","""Group ID"""
"AEHLGT","""High Level Group Term"""
"AEHLGTCD","""High Level Group Term Code"""
"AEHLT","""High Level Term"""
"AEHLTCD","""High Level Term Code"""
"AEIRR","""Infusion Related Reaction?"""
"AEIRRTPT","""Infusion Reaction Timepoint"""
"AEIRRY","""Infusion Reaction Type"""
"AEITOXGR","""Initial Toxicity Grade"""
"AELLT","""Lowest Level Term"""
"AELLTCD","""Lowest Level Term Code"""
"AEMODIFY","""Modified Reported Term"""
"AENDT","""Analysis End Date"""
"AENDTF","""Analysis End Date Imputation Flag"""
"AENDTM","""Analysis End Date/Time"""
"AENDY","""Analysis End Relative Day"""
"AENSAESI","""Non-serious AE of Special Interest?"""
"AENTM","""Analysis End Time"""
"AENTMF","""Analysis End Time Imputation Flag"""
"AEOUT","""Outcome of Adverse Event"""
"AEOUTN","""Outcome of Adverse Event (N)"""
"AEPTCD","""Preferred Term Code"""
"AEREL","""Causality"""
"AERELN","""Causality (N)"""
"AERELNS1","""Relationship to Non-Study Treatment 1"""
"AERELNS2","""Relationship to Non-Study Treatment 2"""
"AERELNS3","""Relationship to Non-Study Treatment 3"""
"AESAEDTC","""Date SAE became serious"""
"AESCONG","""Congenital Anomaly or Birth Defect"""
"AESDISAB","""Persist or Signif Disability/Incapacity"""
"AESDTH","""Results in Death"""
"AESEQ","""Sequence Number"""
"AESER","""Serious Event"""
"AESERN","""Serious Event (N)"""
"AESHOSP","""Requires or Prolongs Hospitalization"""
"AESLIFE","""Is Life Threatening"""
"AESMIE","""Other Medically Important Serious Event"""
"AESOC","""Primary System Organ Class"""
"AESOCCD","""Primary System Organ Class Code"""
"AESPID","""Sponsor-Defined Identifier"""
"AESTDTC","""Start Date/Time of Adverse Event"""
"AESTDY","""Study Day of Start of Adverse Event"""
"AETERM","""Reported Term for the Adverse Event"""
"AETOXGR","""Standard Toxicity Grade"""
"AETOXGRN","""Standard Toxicity Grade (N)"""
"AEWITHFL","""AE Leading to Drug Withdrawal Flag"""
"AGE","""Age"""
"AGEU","""Age Units"""
"ALLSUBFL","""All Subjects Population Flag"""
"AOCCIFL","""1st Max Sev./Int. Occurrence Flag"""
"AOCCPIFL","""1st Max Sev./Int. Occur Within PT Flag"""
"AOCCSIFL","""1st Max Sev./Int. Occur Within SOC Flag"""
"AOCXIFL","""1st Max Sev./Int. Occ per Treatment"""
"AOCXPIFL","""1st Max Sev./Int. Occ in PT per Treatment"""
"AOCXSIFL","""1st Max Sev./Int. Occ in SOC per Treatment"""
"AONSET","""Time to Adverse Event Onset"""
"AONSETN","""Time to Adverse Event Onset (N)"""
"AONSETU","""Time to Adverse Event Onset Units"""
