FOLDER,DOMAIN,VARIABLE,LABEL
BP43629S,MB,MBDTC,Date/Time of Specimen Collection
BP43629S,MB,MBDY,Study Day of MB Specimen Collection
BP43629S,MB,MBFAST,Fasting Status
BP43629S,MB,MBGRPID,Group ID
BP43629S,MB,MBMETHOD,Method of Test or Examination
BP43629S,MB,MBORRES,Result or Finding in Original Units
BP43629S,MB,MBREASND,Reason Microbiology Not Performed
BP43629S,MB,MBRESCAT,Result Category
BP43629S,MB,MBSEQ,Sequence Number
BP43629S,MB,MBSPEC,Specimen Type
BP43629S,MB,MBSPID,Sponsor-Defined Identifier
BP43629S,MB,MBSTAT,Completion Status
BP43629S,MB,MBSTRESC,Character Result/Finding in Std Format
BP43629S,MB,MBTEST,Microbiology Test or Finding Name
BP43629S,MB,MBTESTCD,Microbiology Test or Finding Short Name
BP43629S,MB,STUDYID,Study Identifier
BP43629S,MB,USUBJID,Unique Subject Identifier
BP43629S,MB,VISIT,Visit Name
BP43629S,MB,VISITDY,Planned Study Day of Visit
BP43629S,MB,VISITNUM,Visit Number
BP43629S,MH,DOMAIN,Domain Abbreviation
BP43629S,MH,EPOCH,Epoch
BP43629S,MH,MHBDSYCD,Body System or Organ Class Code
BP43629S,MH,MHBODSYS,Body System or Organ Class
BP43629S,MH,MHCAT,Category for Medical History
BP43629S,MH,MHDECOD,Dictionary-Derived Term
BP43629S,MH,MHDTC,Date/Time of History Collection
BP43629S,MH,MHDY,Study Day of History Collection
BP43629S,MH,MHENDTC,End Date/Time of Medical History Event
BP43629S,MH,MHENDY,Study Day of End of Observation
BP43629S,MH,MHENRF,End Relative to Reference Period
BP43629S,MH,MHGRPID,Group ID
BP43629S,MH,MHHLGT,High Level Group Term
BP43629S,MH,MHHLGTCD,High Level Group Term Code
BP43629S,MH,MHHLT,High Level Term
BP43629S,MH,MHHLTCD,High Level Term Code
BP43629S,MH,MHLLT,Lowest Level Term
BP43629S,MH,MHLLTCD,Lowest Level Term Code
BP43629S,MH,MHMODIFY,Modified Reported Term
BP43629S,MH,MHPTCD,Preferred Term Code
BP43629S,MH,MHSEQ,Sequence Number
BP43629S,MH,MHSOC,Primary System Organ Class
BP43629S,MH,MHSOCCD,Primary System Organ Class Code
BP43629S,MH,MHSPID,Sponsor-Defined Identifier
BP43629S,MH,MHSTDTC,Start Date/Time of Medical History Event
BP43629S,MH,MHSTDY,Study Day of Start of Observation
BP43629S,MH,MHTERM,Reported Term for the Medical History
BP43629S,MH,STUDYID,Study Identifier
BP43629S,MH,USUBJID,Unique Subject Identifier
BP43629S,ML,DOMAIN,Domain Abbreviation
BP43629S,ML,EPOCH,Epoch
BP43629S,ML,MLCAT,Category for Meal
BP43629S,ML,MLELTM,Planned Elapsed Time from Time Point Ref
BP43629S,ML,MLENDTC,End Date/Time of Meal
BP43629S,ML,MLENDY,Study Day of End of Meal
BP43629S,ML,MLOCCUR,ML Occurrence
BP43629S,ML,MLPRESP,ML Pre-Specified
BP43629S,ML,MLRFTDTC,Date/Time of Reference Time Point
BP43629S,ML,MLSEQ,Sequence Number
BP43629S,ML,MLSPID,Sponsor-Defined Identifier
BP43629S,ML,MLSTDTC,Start Date/Time of Meal
BP43629S,ML,MLSTDY,Study Day of Start of Meal
BP43629S,ML,MLTPT,Planned Time Point Name
BP43629S,ML,MLTPTNUM,Planned Time Point Number
BP43629S,ML,MLTPTREF,Time Point Reference
BP43629S,ML,MLTRT,Reported Name of Meal
BP43629S,ML,STUDYID,Study Identifier
BP43629S,ML,USUBJID,Unique Subject Identifier
BP43629S,ML,VISIT,Visit Name
BP43629S,ML,VISITDY,Planned Study Day of Visit
BP43629S,ML,VISITNUM,Visit Number
BP43629S,PC,DOMAIN,Domain Abbreviation
BP43629S,PC,EPOCH,Epoch
BP43629S,PC,PCCAT,Test Category
BP43629S,PC,PCDTC,Date/Time of Specimen Collection
BP43629S,PC,PCDY,Actual Study Day of Specimen Collection
BP43629S,PC,PCELTM,Planned Elapsed Time from Time Point Ref
BP43629S,PC,PCGRPID,Group ID
BP43629S,PC,PCLLOQ,Lower Limit of Quantitation
BP43629S,PC,PCNAM,Vendor Name
BP43629S,PC,PCORRES,Result or Finding in Original Units
BP43629S,PC,PCORRESU,Original Units
BP43629S,PC,PCREASND,Reason Test Not Done
BP43629S,PC,PCRFTDTC,Date/Time of Reference Point
BP43629S,PC,PCSCAT,Test Subcategory
BP43629S,PC,PCSEQ,Sequence Number
BP43629S,PC,PCSPEC,Specimen Material Type
BP43629S,PC,PCSPID,Sponsor-Defined Identifier
BP43629S,PC,PCSTAT,Completion Status
BP43629S,PC,PCSTRESC,Character Result/Finding in Std Format
BP43629S,PC,PCSTRESN,Numeric Result/Finding in Standard Units
BP43629S,PC,PCSTRESU,Standard Units
BP43629S,PC,PCTEST,Pharmacokinetic Test Name
BP43629S,PC,PCTESTCD,Pharmacokinetic Test Short Name
BP43629S,PC,PCTPT,Planned Time Point Name
BP43629S,PC,PCTPTNUM,Planned Time Point Number
BP43629S,PC,PCTPTREF,Time Point Reference
BP43629S,PC,STUDYID,Study Identifier
BP43629S,PC,USUBJID,Unique Subject Identifier
BP43629S,PC,VISIT,Visit Name
BP43629S,PC,VISITDY,Planned Study Day of Visit
BP43629S,PC,VISITNUM,Visit Number
BP43629S,PE,DOMAIN,Domain Abbreviation
BP43629S,PE,EPOCH,Epoch
BP43629S,PE,PECAT,Category for Examination
BP43629S,PE,PEDTC,Date/Time of Examination
BP43629S,PE,PEDY,Study Day of Examination
BP43629S,PE,PEORRES,Verbatim Examination Finding
BP43629S,PE,PESEQ,Sequence Number
BP43629S,PE,PESPID,Sponsor-Defined Identifier
BP43629S,PE,PESTRESC,Character Result/Finding in Std Format
BP43629S,PE,PETEST,Body System Examined
BP43629S,PE,PETESTCD,Body System Examined Short Name
BP43629S,PE,STUDYID,Study Identifier
BP43629S,PE,USUBJID,Unique Subject Identifier
BP43629S,PE,VISIT,Visit Name
BP43629S,PE,VISITDY,Planned Study Day of Visit
BP43629S,PE,VISITNUM,Visit Number
BP43629S,PP,DOMAIN,Domain Abbreviation
BP43629S,PP,PPCAT,Parameter Category
BP43629S,PP,PPENINT,Planned End of Assessment Interval
BP43629S,PP,PPGRPID,Group ID
BP43629S,PP,PPORRES,Result or Finding in Original Units
BP43629S,PP,PPORRESU,Original Units
BP43629S,PP,PPREASND,Reason Parameter Not Calculated
BP43629S,PP,PPRFTDTC,Date/Time of Reference Point
BP43629S,PP,PPSEQ,Sequence Number
BP43629S,PP,PPSPEC,Specimen Material Type
BP43629S,PP,PPSPID,Sponsor-Defined Identifier
BP43629S,PP,PPSTAT,Completion Status
BP43629S,PP,PPSTINT,Planned Start of Assessment Interval
BP43629S,PP,PPSTRESC,Character Result/Finding in Std Format
BP43629S,PP,PPSTRESN,Numeric Result/Finding in Standard Units
BP43629S,PP,PPSTRESU,Standard Units
BP43629S,PP,PPTEST,Parameter Name
BP43629S,PP,PPTESTCD,Parameter Short Name
BP43629S,PP,PPTPTREF,Time Point Reference
BP43629S,PP,STUDYID,Study Identifier
BP43629S,PP,USUBJID,Unique Subject Identifier
BP43629S,PR,DOMAIN,Domain Abbreviation
BP43629S,PR,EPOCH,Epoch
BP43629S,PR,PRELTM,Planned Elapsed Time from Time Point Ref
BP43629S,PR,PRGRPID,Group ID
BP43629S,PR,PROCCUR,Occurrence
BP43629S,PR,PRPRESP,Pre-specified
BP43629S,PR,PRRFTDTC,Date/Time of Reference Time Point
BP43629S,PR,PRSEQ,Sequence Number
BP43629S,PR,PRSPID,Sponsor-Defined Identifier
BP43629S,PR,PRSTDTC,Start Date/Time of Procedure
BP43629S,PR,PRSTDY,Study Day of Start of Procedure
BP43629S,PR,PRTPT,Planned Time Point Name
BP43629S,PR,PRTPTNUM,Planned Time Point Number
BP43629S,PR,PRTPTREF,Time Point Reference
BP43629S,PR,PRTRT,Reported Name of Procedure
BP43629S,PR,STUDYID,Study Identifier
BP43629S,PR,USUBJID,Unique Subject Identifier
BP43629S,PR,VISIT,Visit Name
BP43629S,PR,VISITDY,Planned Study Day of Visit
BP43629S,PR,VISITNUM,Visit Number
BP43629S,RE,DOMAIN,Domain Abbreviation
BP43629S,RE,EPOCH,Epoch
BP43629S,RE,REBLFL,Baseline Flag
BP43629S,RE,RECAT,Category
BP43629S,RE,REDTC,Date/Time of Collection
BP43629S,RE,REDY,Study Day of Visit/Collection/Exam
BP43629S,RE,REGRPID,Group ID
BP43629S,RE,REMETHOD,Method of Test or Examination
BP43629S,RE,REORRES,Result or Finding in Original Units
BP43629S,RE,REORRESU,Original Units
BP43629S,RE,REREASND,Reason Not Done
BP43629S,RE,RESEQ,Sequence Number
BP43629S,RE,RESPID,Sponsor-Defined Identifier
BP43629S,RE,RESTAT,Completion Status
BP43629S,RE,RESTRESC,Result or Finding in Standard Format
BP43629S,RE,RESTRESN,Numeric Result/Finding in Standard Units
BP43629S,RE,RESTRESU,Standard Units
BP43629S,RE,RETEST,"Name of Measurement, Test or Examination"
BP43629S,RE,RETESTCD,Test or Examination Short Name
BP43629S,RE,STUDYID,Study Identifier
BP43629S,RE,USUBJID,Unique Subject Identifier
BP43629S,RE,VISIT,Visit Name
BP43629S,RE,VISITDY,Planned Study Day of Visit
BP43629S,RE,VISITNUM,Visit Number
BP43629S,RELREC,IDVAR,Identifying Variable
BP43629S,RELREC,IDVARVAL,Identifying Variable Value
BP43629S,RELREC,RDOMAIN,Related Domain Abbreviation
BP43629S,RELREC,RELID,Relationship Identifier
BP43629S,RELREC,RELTYPE,Relationship Type
BP43629S,RELREC,STUDYID,Study Identifier
BP43629S,RELREC,USUBJID,Unique Subject Identifier
BP43629S,RP,DOMAIN,Domain Abbreviation
BP43629S,RP,EPOCH,Epoch
BP43629S,RP,RPBLFL,Baseline Flag
BP43629S,RP,RPCAT,Category for Repro System Findings
BP43629S,RP,RPDTC,Date/Time of Measurements
BP43629S,RP,RPDY,Study Day of Repro System Findings
BP43629S,RP,RPORRES,Result or Finding in Original Units
BP43629S,RP,RPORRESU,Original Units
BP43629S,RP,RPSEQ,Sequence Number
BP43629S,RP,RPSPID,Sponsor-Defined Identifier
BP43629S,RP,RPSTRESC,Character Result/Finding in Std. Format
BP43629S,RP,RPSTRESN,Numeric Result/Finding in Standard Units
BP43629S,RP,RPSTRESU,Standard Units
BP43629S,RP,RPTEST,Reproductive System Findings Test Name
BP43629S,RP,RPTESTCD,Repro System Findings Test Short Name
BP43629S,RP,STUDYID,Study Identifier
BP43629S,RP,USUBJID,Unique Subject Identifier
BP43629S,RP,VISIT,Visit Name
BP43629S,RP,VISITDY,Planned Study Day of Visit
BP43629S,RP,VISITNUM,Visit Number
BP43629S,SE,DOMAIN,Domain Abbreviation
BP43629S,SE,ELEMENT,Description of Element
BP43629S,SE,EPOCH,Epoch
BP43629S,SE,ETCD,Element Code
BP43629S,SE,SEENDTC,End Date/Time of Element
BP43629S,SE,SEENDY,Study Day of End of Element
BP43629S,SE,SESEQ,Sequence Number
BP43629S,SE,SESTDTC,Start Date/Time of Element
BP43629S,SE,SESTDY,Study Day of Start of Element
BP43629S,SE,STUDYID,Study Identifier
BP43629S,SE,TAETORD,Planned Order of Element within Arm
BP43629S,SE,USUBJID,Unique Subject Identifier
BP43629S,SUPPAE,IDVAR,Identifying Variable
BP43629S,SUPPAE,IDVARVAL,Identifying Variable Value
BP43629S,SUPPAE,QEVAL,Evaluator
BP43629S,SUPPAE,QLABEL,Qualifier Variable Label
BP43629S,SUPPAE,QNAM,Qualifier Variable Name
BP43629S,SUPPAE,QORIG,Origin
BP43629S,SUPPAE,QVAL,Data Value
BP43629S,SUPPAE,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPAE,STUDYID,Study Identifier
BP43629S,SUPPAE,USUBJID,Unique Subject Identifier
BP43629S,SUPPBE,IDVAR,Identifying Variable
BP43629S,SUPPBE,IDVARVAL,Identifying Variable Value
BP43629S,SUPPBE,QEVAL,Evaluator
BP43629S,SUPPBE,QLABEL,Qualifier Variable Label
BP43629S,SUPPBE,QNAM,Qualifier Variable Name
BP43629S,SUPPBE,QORIG,Origin
BP43629S,SUPPBE,QVAL,Data Value
BP43629S,SUPPBE,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPBE,STUDYID,Study Identifier
BP43629S,SUPPBE,USUBJID,Unique Subject Identifier
BP43629S,SUPPCE,IDVAR,Identifying Variable
BP43629S,SUPPCE,IDVARVAL,Identifying Variable Value
BP43629S,SUPPCE,QEVAL,Evaluator
BP43629S,SUPPCE,QLABEL,Qualifier Variable Label
BP43629S,SUPPCE,QNAM,Qualifier Variable Name
BP43629S,SUPPCE,QORIG,Origin
BP43629S,SUPPCE,QVAL,Data Value
BP43629S,SUPPCE,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPCE,STUDYID,Study Identifier
BP43629S,SUPPCE,USUBJID,Unique Subject Identifier
BP43629S,SUPPCM,IDVAR,Identifying Variable
BP43629S,SUPPCM,IDVARVAL,Identifying Variable Value
BP43629S,SUPPCM,QEVAL,Evaluator
BP43629S,SUPPCM,QLABEL,Qualifier Variable Label
BP43629S,SUPPCM,QNAM,Qualifier Variable Name
BP43629S,SUPPCM,QORIG,Origin
BP43629S,SUPPCM,QVAL,Data Value
BP43629S,SUPPCM,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPCM,STUDYID,Study Identifier
BP43629S,SUPPCM,USUBJID,Unique Subject Identifier
BP43629S,SUPPDM,IDVAR,Identifying Variable
BP43629S,SUPPDM,IDVARVAL,Identifying Variable Value
BP43629S,SUPPDM,QEVAL,Evaluator
BP43629S,SUPPDM,QLABEL,Qualifier Variable Label
BP43629S,SUPPDM,QNAM,Qualifier Variable Name
BP43629S,SUPPDM,QORIG,Origin
BP43629S,SUPPDM,QVAL,Data Value
BP43629S,SUPPDM,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPDM,STUDYID,Study Identifier
BP43629S,SUPPDM,USUBJID,Unique Subject Identifier
BP43629S,SUPPDV,IDVAR,Identifying Variable
BP43629S,SUPPDV,IDVARVAL,Identifying Variable Value
BP43629S,SUPPDV,QEVAL,Evaluator
BP43629S,SUPPDV,QLABEL,Qualifier Variable Label
BP43629S,SUPPDV,QNAM,Qualifier Variable Name
BP43629S,SUPPDV,QORIG,Origin
BP43629S,SUPPDV,QVAL,Data Value
BP43629S,SUPPDV,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPDV,STUDYID,Study Identifier
BP43629S,SUPPDV,USUBJID,Unique Subject Identifier
BP43629S,SUPPEC,IDVAR,Identifying Variable
BP43629S,SUPPEC,IDVARVAL,Identifying Variable Value
BP43629S,SUPPEC,QEVAL,Evaluator
BP43629S,SUPPEC,QLABEL,Qualifier Variable Label
BP43629S,SUPPEC,QNAM,Qualifier Variable Name
BP43629S,SUPPEC,QORIG,Origin
BP43629S,SUPPEC,QVAL,Data Value
BP43629S,SUPPEC,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPEC,STUDYID,Study Identifier
BP43629S,SUPPEC,USUBJID,Unique Subject Identifier
BP43629S,SUPPEG,IDVAR,Identifying Variable
BP43629S,SUPPEG,IDVARVAL,Identifying Variable Value
BP43629S,SUPPEG,QEVAL,Evaluator
BP43629S,SUPPEG,QLABEL,Qualifier Variable Label
BP43629S,SUPPEG,QNAM,Qualifier Variable Name
BP43629S,SUPPEG,QORIG,Origin
BP43629S,SUPPEG,QVAL,Data Value
BP43629S,SUPPEG,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPEG,STUDYID,Study Identifier
BP43629S,SUPPEG,USUBJID,Unique Subject Identifier
BP43629S,SUPPLB,IDVAR,Identifying Variable
BP43629S,SUPPLB,IDVARVAL,Identifying Variable Value
BP43629S,SUPPLB,QEVAL,Evaluator
BP43629S,SUPPLB,QLABEL,Qualifier Variable Label
BP43629S,SUPPLB,QNAM,Qualifier Variable Name
BP43629S,SUPPLB,QORIG,Origin
BP43629S,SUPPLB,QVAL,Data Value
BP43629S,SUPPLB,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPLB,STUDYID,Study Identifier
BP43629S,SUPPLB,USUBJID,Unique Subject Identifier
BP43629S,SUPPML,IDVAR,Identifying Variable
BP43629S,SUPPML,IDVARVAL,Identifying Variable Value
BP43629S,SUPPML,QEVAL,Evaluator
BP43629S,SUPPML,QLABEL,Qualifier Variable Label
BP43629S,SUPPML,QNAM,Qualifier Variable Name
BP43629S,SUPPML,QORIG,Origin
BP43629S,SUPPML,QVAL,Data Value
BP43629S,SUPPML,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPML,STUDYID,Study Identifier
BP43629S,SUPPML,USUBJID,Unique Subject Identifier
BP43629S,SUPPPC,IDVAR,Identifying Variable
BP43629S,SUPPPC,IDVARVAL,Identifying Variable Value
BP43629S,SUPPPC,QEVAL,Evaluator
BP43629S,SUPPPC,QLABEL,Qualifier Variable Label
BP43629S,SUPPPC,QNAM,Qualifier Variable Name
BP43629S,SUPPPC,QORIG,Origin
BP43629S,SUPPPC,QVAL,Data Value
BP43629S,SUPPPC,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPPC,STUDYID,Study Identifier
BP43629S,SUPPPC,USUBJID,Unique Subject Identifier
BP43629S,SUPPPP,IDVAR,Identifying Variable
BP43629S,SUPPPP,IDVARVAL,Identifying Variable Value
BP43629S,SUPPPP,QEVAL,Evaluator
BP43629S,SUPPPP,QLABEL,Qualifier Variable Label
BP43629S,SUPPPP,QNAM,Qualifier Variable Name
BP43629S,SUPPPP,QORIG,Origin
BP43629S,SUPPPP,QVAL,Data Value
BP43629S,SUPPPP,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPPP,STUDYID,Study Identifier
BP43629S,SUPPPP,USUBJID,Unique Subject Identifier
BP43629S,SUPPPR,IDVAR,Identifying Variable
BP43629S,SUPPPR,IDVARVAL,Identifying Variable Value
BP43629S,SUPPPR,QEVAL,Evaluator
BP43629S,SUPPPR,QLABEL,Qualifier Variable Label
BP43629S,SUPPPR,QNAM,Qualifier Variable Name
BP43629S,SUPPPR,QORIG,Origin
BP43629S,SUPPPR,QVAL,Data Value
BP43629S,SUPPPR,RDOMAIN,Related Domain Abbreviation
BP43629S,SUPPPR,STUDYID,Study Identifier
BP43629S,SUPPPR,USUBJID,Unique Subject Identifier
BP43629S,SV,DOMAIN,Domain Abbreviation
BP43629S,SV,EPOCH,Epoch
BP43629S,SV,STUDYID,Study Identifier
BP43629S,SV,SVENDTC,End Date/Time of Visit
BP43629S,SV,SVENDY,Study Day of End of Visit
BP43629S,SV,SVSEQ,Sequence Number
BP43629S,SV,SVSTDTC,Start Date/Time of Visit
BP43629S,SV,SVSTDY,Study Day of Start of Visit
BP43629S,SV,SVUPDES,Description of Unplanned Visit
BP43629S,SV,USUBJID,Unique Subject Identifier
BP43629S,SV,VISIT,Visit Name
BP43629S,SV,VISITDY,Planned Study Day of Visit
BP43629S,SV,VISITNUM,Visit Number
BP43629S,TA,ARM,Description of Planned Arm
BP43629S,TA,ARMCD,Planned Arm Code
BP43629S,TA,DOMAIN,Domain Abbreviation
BP43629S,TA,ELEMENT,Description of Element
BP43629S,TA,EPOCH,Epoch
BP43629S,TA,ETCD,Element Code
BP43629S,TA,STUDYID,Study Identifier
BP43629S,TA,TABRANCH,Branch
BP43629S,TA,TAETORD,Planned Order of Element within Arm
BP43629S,TA,TATRANS,Transition Rule
BP43629S,TE,DOMAIN,Domain Abbreviation
BP43629S,TE,ELEMENT,Description of Element
BP43629S,TE,ETCD,Element Code
BP43629S,TE,STUDYID,Study Identifier
BP43629S,TE,TEDUR,Planned Duration of Element
BP43629S,TE,TEENRL,Rule for End of Element
BP43629S,TE,TESTRL,Rule for Start of Element
BP43629S,TI,DOMAIN,Domain Abbreviation
BP43629S,TI,IECAT,Inclusion/Exclusion Category
BP43629S,TI,IETEST,Inclusion/Exclusion Criterion
BP43629S,TI,IETESTCD,Incl/Excl Criterion Short Name
BP43629S,TI,STUDYID,Study Identifier
BP43629S,TI,TIVERS,Protocol Criteria Versions
BP43629S,TS,DOMAIN,Domain Abbreviation
BP43629S,TS,STUDYID,Study Identifier
BP43629S,TS,TSGRPID,Group ID
BP43629S,TS,TSPARM,Trial Summary Parameter
BP43629S,TS,TSPARMCD,Trial Summary Parameter Short Name
BP43629S,TS,TSSEQ,Sequence Number
BP43629S,TS,TSVAL,Parameter Value
BP43629S,TS,TSVAL1,Parameter Value 1
BP43629S,TS,TSVALCD,Parameter Value Code
BP43629S,TS,TSVALNF,Parameter Null Flavor
BP43629S,TS,TSVCDREF,Name of the Reference Terminology
BP43629S,TS,TSVCDVER,Version of the Reference Terminology
BP43629S,TV,ARM,Description of Planned Arm
BP43629S,TV,ARMCD,Planned Arm Code
BP43629S,TV,DOMAIN,Domain Abbreviation
BP43629S,TV,STUDYID,Study Identifier
BP43629S,TV,TVENRL,Visit End Rule
BP43629S,TV,TVSTRL,Visit Start Rule
BP43629S,TV,VISIT,Visit Name
BP43629S,TV,VISITDY,Planned Study Day of Visit
BP43629S,TV,VISITNUM,Visit Number
BP43629S,VS,DOMAIN,Domain Abbreviation
BP43629S,VS,EPOCH,Epoch
BP43629S,VS,STUDYID,Study Identifier
BP43629S,VS,USUBJID,Unique Subject Identifier
BP43629S,VS,VISIT,Visit Name
BP43629S,VS,VISITDY,Planned Study Day of Visit
BP43629S,VS,VISITNUM,Visit Number
BP43629S,VS,VSBLFL,Baseline Flag
BP43629S,VS,VSCAT,Category for Vital Signs
BP43629S,VS,VSDTC,Date/Time of Measurements
BP43629S,VS,VSDY,Study Day of Vital Signs
BP43629S,VS,VSELTM,Planned Elapsed Time from Time Point Ref
BP43629S,VS,VSGRPID,Group ID
BP43629S,VS,VSLOC,Location of Vital Signs Measurement
BP43629S,VS,VSORRES,Result or Finding in Original Units
BP43629S,VS,VSORRESU,Original Units
BP43629S,VS,VSPOS,Vital Signs Position of Subject
BP43629S,VS,VSREASND,Reason Not Performed
BP43629S,VS,VSRFTDTC,Date/Time of Reference Time Point
BP43629S,VS,VSSEQ,Sequence Number
BP43629S,VS,VSSPID,Sponsor-Defined Identifier
BP43629S,VS,VSSTAT,Completion Status
BP43629S,VS,VSSTRESC,Character Result/Finding in Std Format
BP43629S,VS,VSSTRESN,Numeric Result/Finding in Standard Units
BP43629S,VS,VSSTRESU,Standard Units
BP43629S,VS,VSTEST,Vital Signs Test Name
BP43629S,VS,VSTESTCD,Vital Signs Test Short Name
BP43629S,VS,VSTPT,Planned Time Point Name
BP43629S,VS,VSTPTNUM,Planned Time Point Number
BP43629S,VS,VSTPTREF,Time Point Reference
BP43629V,ADAE,ADURAE,Analysis Duration of Adverse Event
BP43629V,ADAE,ADURN,Analysis Duration (N)
BP43629V,ADAE,ADURU,Analysis Duration Units
BP43629V,ADAE,AEACN,Action Taken with Study Treatment
BP43629V,ADAE,AEACNN,Action Taken with Study Treatment (N)
BP43629V,ADAE,AEACNOTH,Other Action Taken
BP43629V,ADAE,AEBDSYCD,Body System or Organ Class Code
BP43629V,ADAE,AEBODSYS,Body System or Organ Class
BP43629V,ADAE,AECAT,Category for Adverse Event
BP43629V,ADAE,AECONTRT,Concomitant or Additional Trtmnt Given
BP43629V,ADAE,AEDECOD,Dictionary-Derived Term
BP43629V,ADAE,AEDLAE,Dose Limiting Adverse Event?
BP43629V,ADAE,AEENDTC,End Date/Time of Adverse Event
BP43629V,ADAE,AEENDY,Study Day of End of Adverse Event
BP43629V,ADAE,AEGRPID,Group ID
BP43629V,ADAE,AEHLGT,High Level Group Term
BP43629V,ADAE,AEHLGTCD,High Level Group Term Code
BP43629V,ADAE,AEHLT,High Level Term
BP43629V,ADAE,AEHLTCD,High Level Term Code
BP43629V,ADAE,AEIRR,Infusion Related Reaction?
BP43629V,ADAE,AEIRRTPT,Infusion Reaction Timepoint
BP43629V,ADAE,AEIRRY,Infusion Reaction Type
BP43629V,ADAE,AEITOXGR,Initial Toxicity Grade
BP43629V,ADAE,AELLT,Lowest Level Term
BP43629V,ADAE,AELLTCD,Lowest Level Term Code
BP43629V,ADAE,AEMODIFY,Modified Reported Term
BP43629V,ADAE,AENDT,Analysis End Date
BP43629V,ADAE,AENDTF,Analysis End Date Imputation Flag
BP43629V,ADAE,AENDTM,Analysis End Date/Time
BP43629V,ADAE,AENDY,Analysis End Relative Day
BP43629V,ADAE,AENSAESI,Non-serious AE of Special Interest?
BP43629V,ADAE,AENTM,Analysis End Time
BP43629V,ADAE,AENTMF,Analysis End Time Imputation Flag
BP43629V,ADAE,AEOUT,Outcome of Adverse Event
BP43629V,ADAE,AEOUTN,Outcome of Adverse Event (N)
BP43629V,ADAE,AEPTCD,Preferred Term Code
BP43629V,ADAE,AEREL,Causality
BP43629V,ADAE,AERELN,Causality (N)
BP43629V,ADAE,AERELNS1,Relationship to Non-Study Treatment 1
BP43629V,ADAE,AERELNS2,Relationship to Non-Study Treatment 2
BP43629V,ADAE,AERELNS3,Relationship to Non-Study Treatment 3
BP43629V,ADAE,AESAEDTC,Date SAE became serious
BP43629V,ADAE,AESCONG,Congenital Anomaly or Birth Defect
BP43629V,ADAE,AESDISAB,Persist or Signif Disability/Incapacity
